dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
МОНТЕЛУКАСТ 10МГ. №30 ТАБ. П/П/О /РЕПЛЕКФАРМ/БЕРЕЗОВСКИЙ/,2.0,1452.0,327.78,B,B,A,
МОНТЕЛУКАСТ 4МГ. №10 ТАБ.ЖЕВ.,6.0,2088.0,104.33999999999992,A,A,B,
МОНТЕЛУКАСТ-ВЕРТЕКС 10МГ. №30 ТАБ. П/П/О /ВЕРТЕКС/,4.0,3758.0,871.5999999999999,B,A,A,
МОНТЕЛУКАСТ-ВЕРТЕКС 5МГ. №28 ТАБ.ЖЕВ. /ВЕРТЕКС/,1.0,1112.0,222.67999999999995,C,B,B,
МОНУРАЛ 3Г. №1 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК.,11.0,8034.8,1517.88,A,A,A,Z
МОНУРАЛ 3Г. №2 ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК.,3.0,4212.0,896.4999999999998,B,A,A,
"МОРОЗКО ПОМАДА ГИГИЕН. ЗИМНЯЯ ВИТ.А,F+РОМАШКА ДЕТ. 2,8Г.",1.0,59.0,20.68,C,C,C,
МОСКИТОЛ ЗАЩИТА Д/ВЗРОСЛЫХ АЭРОЗОЛЬ ОТ КОМАРОВ 150МЛ. [MOSQUITAL],1.0,201.0,63.879999999999995,C,C,C,
МОСКИТОЛ НЕЖНАЯ ЗАЩИТА ЖИДКОСТЬ 30 НОЧЕЙ 30МЛ. [MOSQUITAL],1.0,200.0,71.08000000000001,C,C,C,
МОСКИТОЛ НЕЖНАЯ ЗАЩИТА КРЕМ ОТ КОМАРОВ 40МЛ. [MOSQUITAL],2.0,224.0,79.6,B,C,C,
МОСКИТОЛ НЕЖНАЯ ЗАЩИТА МОЛОЧКО-СПРЕЙ Д/МЛАД. ОТ 3-Х МЕС. БЕРЕМ. ЖЕН. 100МЛ. [MOSQUITAL],2.0,592.0,205.72000000000003,B,B,B,
МОТИЛАК 10МГ. №30 ТАБ. П/П/О /ВЕРОФАРМ/,8.0,3877.0,880.3599999999999,A,A,A,Z
МОТИЛЕГАЗ ФОРТЕ 120МГ. №20 КАПС.,11.0,3476.0,858.15,A,A,A,Z
МОТИЛЕГАЗ ФОРТЕ 120МГ. №40 КАПС.,6.0,3209.98,678.53,A,A,A,Z
МОТИЛИУМ 10МГ. №30 ТАБ. П/П/О,2.0,2116.54,444.91,B,A,A,
МОТИЛИУМ 1МГ/МЛ. 100МЛ. №1 СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ.,5.0,6016.0,1452.13,B,A,A,Z
МОТИЛИУМ ЭКСПРЕСС 10МГ. №10 ТАБ. Д/РАСС.,1.0,604.0,107.13,C,B,B,
МОТИЛИУМ ЭКСПРЕСС 10МГ. №30 ТАБ. Д/РАСС.,2.0,2274.4,481.6600000000001,B,A,A,
МОТРИН 250МГ. №10 ТАБ.,1.0,212.0,46.639999999999986,C,C,C,
МОТРИН 250МГ. №20 ТАБ.,2.0,534.15,48.809999999999995,B,B,C,
МОЧЕПРИЕМНИК ДЕТСКИЙ 100МЛ. №1 СТЕР.,3.0,60.0,23.61,B,C,C,
МОЧЕПРИЕМНИК ДЕТСКИЙ 200МЛ.,1.0,13.0,5.19,C,,,
МОЧЕПРИЕМНИК ДЕТСКИЙ Д/МАЛЬЧИКОВ 100МЛ. №100 СТЕР.,0.060000000000000005,29.770000000000003,-1.9795999999999967,,,,
МУЖСКАЯ СИЛА 750МГ. №50 ТАБ.,1.0,456.0,20.519999999999982,C,C,C,
МУКАЛТИН 50МГ. №10 ТАБ. /АТОЛЛ/ОЗОН/,4.0,162.0,57.980000000000004,B,C,C,
МУКАЛТИН 50МГ. №10 ТАБ. /ВИФИТЕХ/,50.0,1879.0,639.42,A,A,A,
МУКАЛТИН 50МГ. №10 ТАБ. /ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА/,5.0,130.0,6.25,B,C,,
МУКАЛТИН 50МГ. №20 ТАБ. /ТАТХИМФАРМ/,15.0,900.0,327.45,A,B,A,Z
МУКАЛТИН 50МГ. №20 ТАБ. /ФАРМСТАНДАРТ/,10.0,678.0,225.0,A,B,B,Z
МУКАЛТИН 50МГ. №30 ТАБ.,5.0,685.0,213.65000000000003,B,B,B,
МУКАЛТИН РЕНЕВАЛ 50МГ. №20 ТАБ. /ОБНОВЛЕНИЕ/,51.0,5007.29,1317.2499999999998,A,A,A,
МУКАЛТИН-ЛЕКТ 50МГ. №30 ТАБ.,4.0,564.0,152.76,B,B,B,
"МУКОСАТ 100МГ/МЛ. 1МЛ. №10 Р-Р Д/В/М, В/СУСТ. ВВЕД. АМП. /ДИАМЕД/",5.0,4956.0,902.21,B,A,A,
"МУКОСАТ 100МГ/МЛ. 2МЛ. №10 Р-Р Д/В/М, В/СУСТ. ВВЕД. АМП. /ДИАМЕД/",1.0000004,1297.0005892,172.960139584,C,B,B,
"МУКОСАТ 100МГ/МЛ. 2МЛ. №5 Р-Р Д/В/М, В/СУСТ. ВВЕД. АМП. /ДИАМЕД/",5.0,4298.55,780.0800000000002,B,A,A,
МУКОФАЛЬК 5Г. №20 АПЕЛЬСИН ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ПАК.,3.0,1741.0,391.87,B,A,A,
МУКОЦИЛ СОЛЮШН ТАБЛЕТС 600МГ. №10 ТАБ.ДИСПЕРГ. /АТОЛЛ/ОЗОН/,2.0,586.0,35.860000000000014,B,B,C,
МУЛЬТИ-ТАБС МАЛЫШ МАЛИНА+КЛУБНИКА №30 ТАБ.ЖЕВ.,3.0,1968.0,482.39000000000004,B,A,A,
МУЛЬТИ-ТАБС ЮНИОР МАЛИНА+КЛУБНИКА №30 ТАБ.ЖЕВ.,3.0,1921.0,431.14000000000004,B,A,A,
МУЛЬТИ-ТАБС ЮНИОР ФРУКТОВЫЙ ВКУС №30 ТАБ.ЖЕВ.,1.0,640.89,120.94999999999995,C,B,B,
МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. 2Х300 ТКАН. ФИКС.,2.0,88.0,34.32,C,C,C,
"МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. 3,8Х3,8 СИЛЬН.ФИКСАЦ.",3.0,12.0,4.74,B,,,
"МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. 3,8Х3,8 №1 СИЛЬН.ФИКСАЦ.",2.0,8.0,3.16,C,,,
МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. НАБОР №20 ВЛАГОСТ.,5.0,825.0,286.4,B,B,A,
МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. НАБОР №20 НЕЗАМЕТНЫЙ,1.0,155.0,7.050000000000011,C,C,,
МУЛЬТИПЛАСТ ЛЕЙКОПЛАСТ. БАКТЕР. НАБОР №20 СИЛЬН.ФИКС. ТЕЛЕСН.,1.0,155.0,7.050000000000011,C,C,,
МУМИЕ АЛТАЙСКОЕ ЗОЛОТОЕ 200МГ. №20 ТАБ. /ЭВАЛАР/,3.0,435.95,131.71,B,C,B,
МУМИЕ АЛТАЙСКОЕ ЗОЛОТОЕ 200МГ. №60 ТАБ. /ЭВАЛАР/,3.0,1065.0,314.54999999999995,B,B,A,
"МУРАВЬИНЫЙ СПИРТ 1,4% 100МЛ. №1 Р-Р Д/НАРУЖ.ПРИМ ФЛ. /САМАРАМЕДПРОМ/ЙОДНЫЕ ТЕХНОЛОГИИ/",9.0,389.48,135.53,A,C,B,Z
"МУРАВЬИНЫЙ СПИРТ 1,4% 50МЛ. №1 Р-Р Д/НАРУЖ.ПРИМ ФЛ. /ТВЕРСКАЯ ФФ/",2.0,54.0,2.520000000000003,B,C,,
МУСТЕЛА BEBE ГЕЛЬ МЯГКИЙ Д/КУПАНИЯ 500МЛ. [MUSTELA],1.0,1292.0,335.62,C,B,A,
МУСТЕЛА BEBE ГЕЛЬ-ШАМПУНЬ 2В1 200МЛ. ФЛ. [MUSTELA],1.0,805.0,209.08000000000004,C,B,B,
МУСТЕЛА BEBЕ КРЕМ ПОД ПОДГУЗНИК 50МЛ. [MUSTELA],1.0,520.0,161.73000000000002,C,B,B,
МЫЛО ДЕГТЯРНОЕ ТУАЛЕТНОЕ 140Г. /НК/НЕВСКАЯ КОСМЕТИКА/,4.0,394.0,134.49,B,C,B,
МЫЛО ДЕТСКОЕ В ОБЕРТКЕ 100Г. /СВОБОДА/,2.0,75.0,26.340000000000003,B,C,C,
"МЯТЫ ПЕРЕЧНОЙ ЛИСТ 1,5Г. №20 ПАК. /КРАСНОГОРСК/",7.0,691.88,205.60000000000002,A,B,B,Z
МЯТЫ ПЕРЕЧНОЙ ЛИСТ 50Г. (МЯТА) /КРАСНОГОРСК/,6.0,549.0,152.4,A,B,B,
МЯТЫ ПЕРЕЧНОЙ ЛИСТ 50Г. (МЯТА) /ФИТОФАРМ ПКФ/,2.0,87.0,30.740000000000002,B,C,C,
МЯТЫ ПЕРЕЧНОЙ НАСТОЙКА 25МЛ. ФЛ. И/У /ИВАНОВСКАЯ ФФ/,14.0,585.0,202.16,A,B,B,Z
МЯТЫ ПЕРЕЧНОЙ НАСТОЙКА 25МЛ. ФЛ. И/У /КАМЕЛИЯ/,9.0,472.0,160.82,A,C,B,
МЯТЫ ПЕРЕЧНОЙ НАСТОЙКА 25МЛ. ФЛ. И/У /ТУЛЬСКАЯ ФФ/,9.0,360.0,133.11,A,C,B,Z
МЯТЫ ПЕРЕЧНОЙ НАСТОЙКА 25МЛ. ФЛ. И/У /ЯРОСЛАВСКАЯ ФФ/,5.0,205.94,50.42999999999999,B,C,C,
НАБОР РЕАГЕНТОВ Д/ВЫЯВЛ.АНТИГЕНА COVID-19 SARS-COV-2 RAPID ANTIGEN TEST KIT,1.0,1013.0,262.90999999999997,C,B,B,
"НАГИПОЛ-1 ПИВ.ДРОЖЖИ Д/НОГТЕЙ,ВОЛОС И КОЖИ 500МГ. №100 ТАБ.",3.0,531.0,164.33999999999997,B,B,B,
НАГИПОЛ-2 ПИВ.ДРОЖЖИ ПРИ УГРЕВОЙ СЫПИ 500МГ. №100 ТАБ.,1.0,195.0,70.98,C,C,C,
НАЗАВАЛЬ 500МГ. 200ДОЗ НАЗАЛ.СПРЕЙ,5.0,2858.0,863.8699999999999,B,A,A,Z
НАЗАВАЛЬ ПЛЮС 500МГ. 200ДОЗ НАЗАЛ.СПРЕЙ,1.0,456.0,76.29000000000002,C,C,C,
НАЗАРЕЛ 50МКГ/ДОЗА 120ДОЗ НАЗАЛ.СПРЕЙ ФЛ.,3.0,1656.0,404.34000000000003,B,A,A,
"НАЗИВИН 0,01% 5МЛ. №1 0+ НАЗАЛ.КАПЛИ ФЛ./КАП.",14.0,3176.0,831.66,A,A,A,
"НАЗИВИН 0,025% 10МЛ. №1 1+ НАЗАЛ.КАПЛИ ФЛ./КАП.",15.0,3134.82,802.71,A,A,A,Z
"НАЗИВИН 0,05% 10МЛ. №1 6+ НАЗАЛ.КАПЛИ ФЛ./КАП.",20.0000003,4222.7900618,1092.770017439,A,A,A,
"НАЗИВИН 22,5МГ/ДОЗА 10МЛ. №1 6+ НАЗАЛ.СПРЕЙ ФЛ.",8.0,1938.79,406.90000000000003,A,A,A,Z
"НАЗИВИН СЕНСИТИВ 11,25МКГ/ДОЗА 10МЛ. №1 1+ НАЗАЛ.СПРЕЙ ФЛ.",17.0,4529.69,983.1899999999999,A,A,A,Y
"НАЗИВИН СЕНСИТИВ 22,5МКГ/ДОЗА 10МЛ. №1 6+ НАЗАЛ.СПРЕЙ ФЛ.",16.0,4348.0,1055.71,A,A,A,Z
"НАЗИК 0,05МГ.+5МГ/ДОЗА 10МЛ. Д/ДЕТЕЙ НАЗАЛ.СПРЕЙ ФЛ.",1.0,345.0,99.0,C,C,B,
"НАЗИК 0,1МГ.+5МГ/ДОЗА 10МЛ. Д/ВЗР. НАЗАЛ.СПРЕЙ ФЛ.",13.0,2490.44,582.76,A,A,A,Z
"НАЗОЛ 0,05% 0,025МГ/ДОЗА 150 ДОЗ 10МЛ. №1 НАЗАЛ.СПРЕЙ ФЛ.",2.0,397.0,109.10000000000002,B,C,B,
"НАЗОЛ АДВАНС 0,025МГ/ДОЗА 150 ДОЗ 10МЛ. №1 НАЗАЛ.СПРЕЙ ФЛ.",2.0,462.0,99.52000000000001,B,C,B,
НАЗОНЕКС 50МКГ/ДОЗА 10Г. 60ДОЗ №1 НАЗАЛ.СПРЕЙ ФЛ.,10.0,8841.03,1533.6000000000001,A,A,A,Z
НАЗОНЕКС 50МКГ/ДОЗА 18Г. 120ДОЗ №1 НАЗАЛ.СПРЕЙ ФЛ.,32.0,36365.54,7399.129999999999,A,A,A,Z
НАЗОНЕКС АЛЕРДЖИ 50МКГ/ДОЗА 18Г. 120ДОЗ №1 НАЗАЛ.СПРЕЙ ФЛ.,1.0,998.62,37.629999999999995,C,B,C,
НАЙЗ 1% 100Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,2.0,1137.0,192.64,B,B,B,
НАЙЗ 1% 20Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,2.0,512.0,138.4,B,B,B,
НАЙЗ 1% 50Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,10.0,3900.33,861.77,A,A,A,Z
НАЙЗ 100МГ. №20 ТАБ.,83.0,18979.81,2182.9300000000003,A,A,A,Z
НАЙЗ 100МГ. №30 ТАБ.,65.0,21514.31,5190.25,A,A,A,
НАЙЗ АКТИВГЕЛЬ 1% 100Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,1.0,671.0,174.44,C,B,B,
НАЙЗ АКТИВГЕЛЬ 1% 50Г. №1 ГЕЛЬ Д/НАРУЖ.ПРИМ. ТУБА,3.0,1271.0,316.95,B,B,A,
НАКЛОФЕН ДУО 75МГ. №20 КАПС. МОДИФ. ВЫСВОБ. /KRKA/,1.0,120.0,12.86,C,C,,
НАКОЛЕННИК КОМПРЕССИОНЫЙ КОМБИНИР. Р.4 И/М,1.0,216.0,65.78999999999999,C,C,C,
НАКОМ 250МГ.+25МГ. №100 ТАБ. /ЛЕК/,6.0,8606.0,502.3700000000001,A,A,A,
НАЛГЕЗИН 275МГ. №10 ТАБ. П/П/О /KRKA/,3.0,848.35,200.57999999999998,B,B,B,
НАЛГЕЗИН ФОРТЕ 550МГ. №10 ТАБ. П/П/О /KRKA/,1.0,381.0,95.04000000000002,C,C,C,
НАЛГЕЗИН ФОРТЕ 550МГ. №20 ТАБ. П/П/О /KRKA/,7.0,3978.73,865.5900000000001,A,A,A,Z
НАНОПЛАСТ ФОРТЕ ПЛАСТЫРЬ ОБЕЗБОЛ. 11Х16СМ. №3,6.0,1513.0,473.16,A,B,A,Z
НАНОПЛАСТ ФОРТЕ ПЛАСТЫРЬ ОБЕЗБОЛ. 7Х9СМ. №3,4.0,698.0,247.38,B,B,B,
НАНОПЛАСТ ФОРТЕ ПЛАСТЫРЬ ОБЕЗБОЛ. 9Х12СМ. №3,17.0,3802.86,1108.22,A,A,A,Z
НАНОТРОПИЛ НОВО 100МГ. №30 ТАБ. /ВАЛЕНТА/,2.0,1850.0,53.48000000000002,B,A,C,
НАПАЛЬЧНИК ЛАТЕКС. МЕД. №5,17.0,458.0,172.41,A,C,B,Z
НАПАЛЬЧНИК РЕЗИНОВЫЙ МЕД. №20 И/У,1.0,79.0,24.990000000000002,C,C,C,
НАРИНЕ 200МГ. №10 ПОР. ПАК.,1.0,242.0,78.6,C,C,C,
"НАРИНЭ КАПСУЛЫ, 20 ШТ. НАРЭКС",1.0,319.0,14.379999999999995,C,C,,
НАРКОЧЕК ТЕСТ МУЛЬТИПАНЕЛЬ 5 ВИДОВ НАРКОТИКОВ,1.0,363.0,113.21000000000001,C,C,B,
НАСЛЕДИЕ ПРИРОДЫ БОРОВАЯ МАТКА (ОРТИЛИЯ) 30Г.,1.0,237.0,82.13,C,C,C,
НАСЛЕДИЕ ПРИРОДЫ ЛОПУХА КОРЕНЬ 50Г.,5.0,410.0,145.70999999999998,B,C,B,
НАСЛЕДИЕ ПРИРОДЫ ОЗОКЕРИТ 200Г.,1.0,157.0,13.599999999999994,C,C,,
НАСЛЕДИЕ ПРИРОДЫ ПАРАФИН КОСМЕТИЧЕСКИЙ 200Г. /КАМЕЛИЯ-ЛТ/,1.0,147.0,13.199999999999989,C,C,,
НАСОБЕК 50МКГ/ДОЗА 200ДОЗ №1 НАЗАЛ.СПРЕЙ ФЛ. /ТЕВА/,10.0,1755.37,224.23999999999995,A,A,B,
НАТ.СИБЕРИКА NATURAL&ORGANIC ШАМПУНЬ П/ПЕРХОТИ 400МЛ. [NS] NATURA,1.0,400.0,137.08999999999997,C,C,B,
НАТ.СИБЕРИКА КАВИАР СЫВОРОТКА ВОССТАН. ГЛУБ.ДЕЙСТВИЯ 30МЛ. [NS] NATURA,1.0,407.91,136.4,C,C,B,
НАТ.СИБЕРИКА КАМЧАТКА АКВА-ГЕЛЬ ТЕРМАЛЬНЫЙ МОМЕНТ. УВЛАЖН. 50МЛ. [NS] NATURA,1.0,211.36,70.82000000000001,C,C,C,
НАТ.СИБЕРИКА КАМЧАТКА КРЕМ Д/РУК ДАУРСКИЙ БАРХАТ ОМОЛАЖ. 75МЛ. [NS] NATURA,1.0,137.29,43.60999999999999,C,C,C,
НАТ.СИБЕРИКА КАМЧАТКА МАСКА Д/ЛИЦА ИНТЕНС. УВЛАЖНЕНИЕ 75МЛ. [NS] NATURA,1.0,185.29,58.88999999999999,C,C,C,
НАТ.СИБЕРИКА КАМЧАТКА МАСКА Д/ЛИЦА ТОНУС И ЭНЕРГИЯ КОЖИ 75МЛ. [NS] NATURA,1.0,178.57,56.35,C,C,C,
НАТ.СИБЕРИКА КАМЧАТКА ШАМПУНЬ ЭНЕРГИЯ ВУЛКАНА УКРЕПЛ.+СИЛА ПО ВСЕЙ ДЛИНЕ 280МЛ. [NS] NATURA,1.0,104.0,33.989999999999995,C,C,C,
НАТ.СИБЕРИКА КРЕМ-СИЯНИЕ Д/ГЛАЗ А/ОКСИДАНТ 10МЛ. [NS] NATURA,1.0,410.87,137.41000000000003,C,C,B,
НАТ.СИБЕРИКА ЛАБ БИОМЕ КРЕМ Д/ЛИЦА ПЕПТИД. АНТИ-ЭЙДЖ 50МЛ. [NS] NATURA,1.0,531.37,177.75,C,B,B,
НАТ.СИБЕРИКА ЛАБ БИОМЕ ПАТЧИ Д/ОБЛАСТИ ВОКРУГ ГЛАЗ СУПЕР ОМОЛАЖ. №60 [NS] NATURA,1.0,354.57,118.82,C,C,B,
НАТ.СИБЕРИКА ЛАБ БИОМЕ СЫВОРОТКА Д/ЛИЦА А/ВОЗРАСТ. 30МЛ. [NS] NATURA,1.0,412.85,138.07000000000002,C,C,B,
НАТ.СИБЕРИКА МАСКА Д/ЛИЦА МОМЕНТ. А/ВОЗРАСТ. Д/ВСЕХ ТИПОВ КОЖИ 75МЛ. [NS] NATURA,6.0,1871.67,606.96,A,A,A,
НАТ.СИБЕРИКА ОРГАНИЧ. КРЕМ Д/ЛИЦА НОЧНОЙ АНТИ-ЭЙДЖ ВОССТАН. И ОМОЛОЖ. 50МЛ. [NS] NATURA,1.0,667.67,223.03,C,B,B,
НАТ.СИБЕРИКА ТАЙГА МЫЛО ЖИДКОЕ Д/РУК А/БАКТЕР. 300МЛ. [NS] NATURA,1.0,165.0,53.8,C,C,C,
НАТ.СИБЕРИКА ФРЕШ СПА ХОУМ МАСКА Д/ЛИЦА ЛЕДЯНАЯ СВЕЖЕСТЬ 75МЛ. [NS] NATURA,1.0,325.93,109.31,C,C,B,
НАТ.СИБЕРИКА ФРЕШ СПА ХОУМ МАСКА Д/ЛИЦА МОМЕНТАЛ. СИЯНИЕ+ТОНУС 75МЛ. [NS] NATURA,1.0,327.91,109.82999999999998,C,C,B,
НАТ.СИБЕРИКА ФРЕШ СПА ХОУМ МАСКА Д/ЛИЦА ОМОЛАЖ. АНТИ-ЭЙДЖ 75МЛ. [NS] NATURA,1.0,324.94,108.9,C,C,B,
НАТ.СИБЕРИКА ЯПОНИКА МАСКА Д/ЛИЦА УВЛАЖН. НОЧН. 100МЛ. [NS] NATURA,1.0,545.28,173.76000000000002,C,B,B,
НАТАЛЬСИД 250МГ. №10 СУПП. РЕКТ. /НИЖФАРМ/,15.0,8297.0,1865.83,A,A,A,
НАТРИЯ АДЕНОЗИНТРИФОСФАТ (АТФ) 10МГ/МЛ. 1МЛ. №10 Р-Р Д/В/В АМП. /ЭЛЛАРА/,1.0,383.0,72.25999999999999,C,C,C,
НАТРИЯ ТЕТРАБОРАТ 20% 30МЛ. Р-Р В ГЛИЦ. Д/МЕСТ. И НАРУЖ.ПРИМ. ФЛ. /ИВАНОВСКАЯ ФФ/,1.0,40.0,14.260000000000002,C,,,
НАТРИЯ ТЕТРАБОРАТ 20% 30МЛ. Р-Р В ГЛИЦ. Д/МЕСТ. И НАРУЖ.ПРИМ. ФЛ. /ЙОДНЫЕ ТЕХНОЛОГИИ/,1.0,21.0,8.11,C,,,
НАТРИЯ ТЕТРАБОРАТ 20% 30МЛ. Р-Р В ГЛИЦ. Д/МЕСТ. И НАРУЖ.ПРИМ. ФЛ. /МОСФАРМА/,1.0,67.0,18.799999999999997,C,C,C,
НАТРИЯ ТИОСУЛЬФАТ 300МГ/МЛ. 10МЛ. №10 Р-Р Д/В/В АМП. /ДАЛЬХИМФАРМ/,3.0,243.0,40.30000000000001,B,C,C,
"НАТРИЯ ХЛОРИД 0,9% 100МЛ. №28 Р-Р Д/ИНФ. /ЭСКОМ/",1.2142856,828.3870656,68.83392136399996,C,B,C,Z
"НАТРИЯ ХЛОРИД 0,9% 100МЛ. №35 Р-Р Д/ИНФ. БУТ. /ДАЛЬХИМФАРМ/",0.08571430000000001,128.00002270000002,4.274002078999997,,C,,
"НАТРИЯ ХЛОРИД 0,9% 10МЛ. №10 Р-Р Д/ИН. АМП. /ГРОТЕКС/",1.0,144.0,14.409999999999997,C,C,,
"НАТРИЯ ХЛОРИД 0,9% 10МЛ. №10 Р-Р Д/ИН. АМП. /СЛАВЯНСКАЯ АПТЕКА/",11.0,525.0,87.67,A,B,C,Z
"НАТРИЯ ХЛОРИД 0,9% 200МЛ. №1 Р-Р Д/ИНФ. /ЭСКОМ/",1.0,31.0,1.4100000000000001,C,,,
"НАТРИЯ ХЛОРИД 0,9% 200МЛ. №1 Р-Р Д/ИНФ. БУТ. /МОСФАРМ/",59.0,1604.09,253.35999999999999,A,B,B,Z
"НАТРИЯ ХЛОРИД 0,9% 200МЛ. №28 Р-Р Д/ИНФ. БУТ. /МОСФАРМ/",2.5714283,1810.1526657,153.23748215799992,B,A,B,Z
"НАТРИЯ ХЛОРИД 0,9% 250МЛ. №28 Р-Р Д/ИНФ. КОНТ. /МОСФАРМ/",0.0357143,33.9957281,3.6385730999999994,,,,
"НАТРИЯ ХЛОРИД 0,9% 400МЛ. №1 Р-Р Д/ИНФ. /ФАРМАСИНТЕЗ-ТЮМЕНЬ/",2.0,90.0,19.439999999999998,B,C,C,
"НАТРИЯ ХЛОРИД 0,9% 400МЛ. №15 Р-Р Д/ИНФ. БУТ. /МОСФАРМ/",1.999999,1013.939476,129.69991811999998,C,B,B,Z
"НАТРИЯ ХЛОРИД 0,9% 5МЛ. №10 Р-Р Д/ИН. АМП. /ГРОТЕКС/",3.0,414.0,67.88999999999999,B,C,C,
"НАТРИЯ ХЛОРИД 0,9% 5МЛ. №10 Р-Р Д/ИН. АМП. /ДАЛЬХИМФАРМ/",1.0,43.0,7.619999999999997,C,,,
"НАТРИЯ ХЛОРИД БРАУН 0,9% 100МЛ. №20 Р-Р Д/ИНФ. БУТ. /Б.БРАУН/",0.4,220.29000000000002,18.698999999999995,C,C,C,
"НАТРИЯ ХЛОРИД БУФУС 0,9% 10МЛ. №10 Р-Р Д/ИН. АМП. /RENEWAL/",16.0,2229.63,296.51000000000005,A,A,A,Z
"НАТРИЯ ХЛОРИД БУФУС 0,9% 5МЛ. №10 Р-Р Д/ИН. АМП. /RENEWAL/",38.0,5017.16,771.68,A,A,A,Z
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 200МЛ. №1 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",13.0,783.0,142.13,A,B,B,Z
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 200МЛ. №20 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",0.25,240.60000000000002,12.903000000000011,C,C,,
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 250МЛ. №1 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",30.0,1777.76,363.62,A,A,A,Z
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 400МЛ. №1 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",14.0,914.0,91.65999999999997,A,B,C,
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 400МЛ. №20 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",0.1,55.300000000000004,6.168000000000001,,C,,
"НАТРИЯ ХЛОРИД-СОЛОФАРМ 0,9% 500МЛ. №1 Р-Р Д/ИНФ. ФЛ. /ГРОТЕКС/",19.0,1482.0,310.84,A,B,A,Z
НАТУР ПРОДУКТ ШАЛФЕЙ №12 ПАСТИЛКИ (БАД) [NATUR PRODUKT],1.0,296.0,105.18,C,C,B,
НАТУР ПРОДУКТ ШАЛФЕЙ №24 ПАСТИЛКИ (БАД) [NATUR PRODUKT],13.0,5062.76,1573.65,A,A,A,Z
НАТУРА МЕДИКА ГЕЛЬ-БАЛЬЗАМ КОНСКИЙ КАШТАН+ТРОКСЕРУТИН Д/НОГ 85МЛ. [NATURA MEDICA],1.0,125.0,12.680000000000007,C,C,,
НАТУРЕЛЛА ПРОКЛАДКИ ЕЖЕДН. ЛАЙТ РОМАШКА №20 [NATURELLA],1.0,116.0,38.459999999999994,C,C,C,
НАТУРЕЛЛА ПРОКЛАДКИ КЛАССИК НОРМАЛ КРЫЛ. №10 [NATURELLA],2.0,341.0,112.72,B,C,B,
НАТУРЕЛЛА ПРОКЛАДКИ УЛЬТРА НАЙТ №14 ДУО [NATURELLA],1.0,438.0,154.08999999999997,C,C,B,
НАТУРЕЛЛА ПРОКЛАДКИ УЛЬТРА НАЙТ №7 [NATURELLA],5.0,1000.0,348.40000000000003,B,B,A,
НАТУРЕЛЛА ПРОКЛАДКИ УЛЬТРА НОРМАЛ. №10 СИНГЛ [NATURELLA],2.0,458.0,162.93,B,C,B,
"НАТУРЕТТО ВИТ. АНТИОКСИДАНТЫ ЛИМОН 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",7.0,560.0,196.06,A,B,B,Z
"НАТУРЕТТО ВИТ. ЖЕЛЕЗО КЛУБНИКА 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",8.0,691.23,232.53,A,B,B,Z
"НАТУРЕТТО ВИТ.С АПЕЛЬСИН 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",1.0,81.0,31.14,C,C,C,
"НАТУРЕТТО ВИТ.С МАРГАНЕЦ КЛУБНИКА 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",6.0,486.0,162.23000000000002,A,C,B,Z
"НАТУРЕТТО ВИТ.С,Е+ЛЕЦИТИН ДЫНЯ 2,3Г. №17 (39Г.) ТАБ.ЖЕВ. [NATURETTO]",6.0,485.67,164.43,A,C,B,Z
